GVKEY,LPERMNO,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,curcdq,datacqtr,datafqtr,atq,ltq,costat,mkvaltq,conml
010983,17830,2013/12/31,2013,4,INDL,C,D,STD,USD,2013Q4,2013Q4,90594.0000,57264.0000,A,104318.8668,United Technologies Corp
010983,17830,2014/03/31,2014,1,INDL,C,D,STD,USD,2014Q1,2014Q1,91229.0000,57397.0000,A,107110.8500,United Technologies Corp
010983,17830,2014/06/30,2014,2,INDL,C,D,STD,USD,2014Q2,2014Q2,92142.0000,56803.0000,A,105614.8145,United Technologies Corp
010983,17830,2014/09/30,2014,3,INDL,C,D,STD,USD,2014Q3,2014Q3,91774.0000,56244.0000,A,96271.0848,United Technologies Corp
010983,17830,2014/12/31,2014,4,INDL,C,D,STD,USD,2014Q4,2014Q4,91289.0000,58585.0000,A,104578.1250,United Technologies Corp
010983,17830,2015/03/31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,91327.0000,61025.0000,A,104331.6744,United Technologies Corp
010983,17830,2015/06/30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,92773.0000,60701.0000,A,98794.0361,United Technologies Corp
010983,17830,2015/09/30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,92135.0000,59952.0000,A,78935.9988,United Technologies Corp
010983,17830,2015/12/31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,87484.0000,58518.0000,A,80539.7081,United Technologies Corp
010983,17830,2016/03/31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,88571.0000,58541.0000,A,83770.2866,United Technologies Corp
010983,17830,2016/06/30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,89480.0000,58518.0000,A,85826.8639,United Technologies Corp
010983,17830,2016/09/30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,90062.0000,58983.0000,A,83658.0496,United Technologies Corp
010983,17830,2016/12/31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,89706.0000,60241.0000,A,88649.8036,United Technologies Corp
011259,55976,2010/01/31,2009,4,INDL,C,D,STD,USD,2009Q4,2009Q4,170706.0000,97470.0000,A,202285.9800,Wal-Mart Stores Inc
011259,55976,2010/04/30,2010,1,INDL,C,D,STD,USD,2010Q1,2010Q1,174371.0000,105444.0000,A,200399.0400,Wal-Mart Stores Inc
011259,55976,2010/07/31,2010,2,INDL,C,D,STD,USD,2010Q2,2010Q2,176944.0000,109725.0000,A,187099.4500,Wal-Mart Stores Inc
011259,55976,2010/10/31,2010,3,INDL,C,D,STD,USD,2010Q3,2010Q3,186890.0000,118503.0000,A,194091.1100,Wal-Mart Stores Inc
011259,55976,2011/01/31,2010,4,INDL,C,D,STD,USD,2010Q4,2010Q4,180663.0000,109008.0000,A,197142.1200,Wal-Mart Stores Inc
011259,55976,2011/04/30,2011,1,INDL,C,D,STD,USD,2011Q1,2011Q1,186065.0000,117650.0000,A,191275.4200,Wal-Mart Stores Inc
011259,55976,2011/07/31,2011,2,INDL,C,D,STD,USD,2011Q2,2011Q2,193656.0000,120380.0000,A,182482.0200,Wal-Mart Stores Inc
011259,55976,2011/10/31,2011,3,INDL,C,D,STD,USD,2011Q3,2011Q3,195039.0000,123275.0000,A,194946.6400,Wal-Mart Stores Inc
011259,55976,2012/01/31,2011,4,INDL,C,D,STD,USD,2011Q4,2011Q4,193406.0000,117241.0000,A,209728.4800,Wal-Mart Stores Inc
011259,55976,2012/04/30,2012,1,INDL,C,D,STD,USD,2012Q1,2012Q1,197100.0000,122709.0000,A,199999.4500,Wal-Mart Stores Inc
011259,55976,2012/07/31,2012,2,INDL,C,D,STD,USD,2012Q2,2012Q2,195661.0000,120520.0000,A,250977.9600,Wal-Mart Stores Inc
011259,55976,2012/10/31,2012,3,INDL,C,D,STD,USD,2012Q3,2012Q3,205818.0000,126725.0000,A,251917.1600,Wal-Mart Stores Inc
011259,55976,2013/01/31,2012,4,INDL,C,D,STD,USD,2012Q4,2012Q4,203105.0000,120848.0000,A,231814.3000,Wal-Mart Stores Inc
011259,55976,2013/04/30,2013,1,INDL,C,D,STD,USD,2013Q1,2013Q1,202187.0000,125797.0000,A,255465.6400,Wal-Mart Stores Inc
011259,55976,2013/07/31,2013,2,INDL,C,D,STD,USD,2013Q2,2013Q2,200969.0000,123788.0000,A,254552.0400,Wal-Mart Stores Inc
011259,55976,2013/10/31,2013,3,INDL,C,D,STD,USD,2013Q3,2013Q3,209876.0000,129862.0000,A,248823.5000,Wal-Mart Stores Inc
011259,55976,2014/01/31,2013,4,INDL,C,D,STD,USD,2013Q4,2013Q4,204751.0000,121921.0000,A,241440.4400,Wal-Mart Stores Inc
011259,55976,2014/04/30,2014,1,INDL,C,D,STD,USD,2014Q1,2014Q1,202746.0000,124547.0000,A,257463.3000,Wal-Mart Stores Inc
011259,55976,2014/07/31,2014,2,INDL,C,D,STD,USD,2014Q2,2014Q2,203985.0000,121162.0000,A,237442.6600,Wal-Mart Stores Inc
011259,55976,2014/10/31,2014,3,INDL,C,D,STD,USD,2014Q3,2014Q3,207889.0000,123836.0000,A,246123.2900,Wal-Mart Stores Inc
011259,55976,2015/01/31,2014,4,INDL,C,D,STD,USD,2014Q4,2014Q4,203706.0000,117769.0000,A,274315.4400,Wal-Mart Stores Inc
011259,55976,2015/04/30,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,200747.0000,120757.0000,A,251867.3500,Wal-Mart Stores Inc
011259,55976,2015/07/31,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,198620.0000,116496.0000,A,231415.7000,Wal-Mart Stores Inc
011259,55976,2015/10/31,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,205144.0000,122514.0000,A,183740.4000,Wal-Mart Stores Inc
011259,55976,2016/01/31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,199581.0000,115970.0000,A,209830.3200,Wal-Mart Stores Inc
011259,55976,2016/04/30,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,198705.0000,120947.0000,A,208968.7500,Wal-Mart Stores Inc
011259,55976,2016/07/31,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,197886.0000,118742.0000,A,225988.0900,Wal-Mart Stores Inc
011259,55976,2016/10/31,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,206857.0000,126382.0000,A,215591.5800,Wal-Mart Stores Inc
012141,10107,2010/03/31,2010,3,INDL,C,D,STD,USD,2010Q1,2010Q3,84910.0000,39200.0000,A,256617.0750,Microsoft Corp
012141,10107,2010/06/30,2010,4,INDL,C,D,STD,USD,2010Q2,2010Q4,86113.0000,39938.0000,A,199450.6800,Microsoft Corp
012141,10107,2010/09/30,2011,1,INDL,C,D,STD,USD,2010Q3,2011Q1,91540.0000,44598.0000,A,209683.3800,Microsoft Corp
012141,10107,2010/12/31,2011,2,INDL,C,D,STD,USD,2010Q4,2011Q2,92306.0000,43825.0000,A,234527.7300,Microsoft Corp
012141,10107,2011/03/31,2011,3,INDL,C,D,STD,USD,2011Q1,2011Q3,99727.0000,46275.0000,A,214063.0900,Microsoft Corp
012141,10107,2011/06/30,2011,4,INDL,C,D,STD,USD,2011Q2,2011Q4,108704.0000,51621.0000,A,217776.0000,Microsoft Corp
012141,10107,2011/09/30,2012,1,INDL,C,D,STD,USD,2011Q3,2012Q1,107415.0000,48024.0000,A,209324.9000,Microsoft Corp
012141,10107,2011/12/31,2012,2,INDL,C,D,STD,USD,2011Q4,2012Q2,112243.0000,48122.0000,A,217596.7200,Microsoft Corp
012141,10107,2012/03/31,2012,3,INDL,C,D,STD,USD,2012Q1,2012Q3,118010.0000,49351.0000,A,270942.0000,Microsoft Corp
012141,10107,2012/06/30,2012,4,INDL,C,D,STD,USD,2012Q2,2012Q4,121271.0000,54908.0000,A,256374.7900,Microsoft Corp
012141,10107,2012/09/30,2013,1,INDL,C,D,STD,USD,2012Q3,2013Q1,121876.0000,53040.0000,A,250638.7200,Microsoft Corp
012141,10107,2012/12/31,2013,2,INDL,C,D,STD,USD,2012Q4,2013Q2,128683.0000,56107.0000,A,223667.0278,Microsoft Corp
012141,10107,2013/03/31,2013,3,INDL,C,D,STD,USD,2013Q1,2013Q3,134105.0000,57417.0000,A,238823.1450,Microsoft Corp
012141,10107,2013/06/30,2013,4,INDL,C,D,STD,USD,2013Q2,2013Q4,142431.0000,63487.0000,A,287690.7600,Microsoft Corp
012141,10107,2013/09/30,2014,1,INDL,C,D,STD,USD,2013Q3,2014Q1,142348.0000,60707.0000,A,277754.8800,Microsoft Corp
012141,10107,2013/12/31,2014,2,INDL,C,D,STD,USD,2013Q4,2014Q2,153543.0000,68443.0000,A,310503.0000,Microsoft Corp
012141,10107,2014/03/31,2014,3,INDL,C,D,STD,USD,2014Q1,2014Q3,156119.0000,68695.0000,A,338577.4000,Microsoft Corp
012141,10107,2014/06/30,2014,4,INDL,C,D,STD,USD,2014Q2,2014Q4,172384.0000,82600.0000,A,343566.3000,Microsoft Corp
012141,10107,2014/09/30,2015,1,INDL,C,D,STD,USD,2014Q3,2015Q1,169656.0000,79486.0000,A,382701.8000,Microsoft Corp
012141,10107,2014/12/31,2015,2,INDL,C,D,STD,USD,2014Q4,2015Q2,174848.0000,82969.0000,A,381726.1000,Microsoft Corp
012141,10107,2015/03/31,2015,3,INDL,C,D,STD,USD,2015Q1,2015Q3,176683.0000,86551.0000,A,329834.0150,Microsoft Corp
012141,10107,2015/06/30,2015,4,INDL,C,D,STD,USD,2015Q2,2015Q4,176223.0000,96140.0000,A,354392.0500,Microsoft Corp
012141,10107,2015/09/30,2016,1,INDL,C,D,STD,USD,2015Q3,2016Q1,172896.0000,95451.0000,A,353460.3600,Microsoft Corp
012141,10107,2015/12/31,2016,2,INDL,C,D,STD,USD,2015Q4,2016Q2,180098.0000,103318.0000,A,439679.0000,Microsoft Corp
012141,10107,2016/03/31,2016,3,INDL,C,D,STD,USD,2016Q1,2016Q3,181869.0000,107063.0000,A,434660.1000,Microsoft Corp
012141,10107,2016/06/30,2016,4,INDL,C,D,STD,USD,2016Q2,2016Q4,193694.0000,121697.0000,A,399535.3600,Microsoft Corp
012141,10107,2016/09/30,2017,1,INDL,C,D,STD,USD,2016Q3,2017Q1,212524.0000,142152.0000,A,448358.4000,Microsoft Corp
012141,10107,2016/12/31,2017,2,INDL,C,D,STD,USD,2016Q4,2017Q2,224610.0000,155801.0000,A,480342.2000,Microsoft Corp
020779,76076,2010/01/31,2010,2,INDL,C,D,STD,USD,2009Q4,2010Q2,76403.0000,34871.0000,A,128842.9800,Cisco Systems Inc
020779,76076,2010/04/30,2010,3,INDL,C,D,STD,USD,2010Q1,2010Q3,79292.0000,35440.0000,A,154093.4600,Cisco Systems Inc
020779,76076,2010/07/31,2010,4,INDL,C,D,STD,USD,2010Q2,2010Q4,81130.0000,36845.0000,A,130460.8500,Cisco Systems Inc
020779,76076,2010/10/31,2011,1,INDL,C,D,STD,USD,2010Q3,2011Q1,80015.0000,35320.0000,A,127490.2200,Cisco Systems Inc
020779,76076,2011/01/31,2011,2,INDL,C,D,STD,USD,2010Q4,2011Q2,81981.0000,36295.0000,A,117022.9500,Cisco Systems Inc
020779,76076,2011/04/30,2011,3,INDL,C,D,STD,USD,2011Q1,2011Q3,85350.0000,38144.0000,A,96377.5200,Cisco Systems Inc
020779,76076,2011/07/31,2011,4,INDL,C,D,STD,USD,2011Q2,2011Q4,87095.0000,39836.0000,A,86796.9500,Cisco Systems Inc
020779,76076,2011/10/31,2012,1,INDL,C,D,STD,USD,2011Q3,2012Q1,86964.0000,39750.0000,A,99524.6300,Cisco Systems Inc
020779,76076,2012/01/31,2012,2,INDL,C,D,STD,USD,2011Q4,2012Q2,89259.0000,39994.0000,A,105650.8100,Cisco Systems Inc
020779,76076,2012/04/30,2012,3,INDL,C,D,STD,USD,2012Q1,2012Q3,91154.0000,39776.0000,A,108494.3650,Cisco Systems Inc
020779,76076,2012/07/31,2012,4,INDL,C,D,STD,USD,2012Q2,2012Q4,91759.0000,40458.0000,A,84503.1000,Cisco Systems Inc
020779,76076,2012/10/31,2013,1,INDL,C,D,STD,USD,2012Q3,2013Q1,92643.0000,39942.0000,A,91057.0950,Cisco Systems Inc
020779,76076,2013/01/31,2013,2,INDL,C,D,STD,USD,2012Q4,2013Q2,96378.0000,40853.0000,A,109494.1100,Cisco Systems Inc
020779,76076,2013/04/30,2013,3,INDL,C,D,STD,USD,2013Q1,2013Q3,97084.0000,40286.0000,A,111189.8000,Cisco Systems Inc
020779,76076,2013/07/31,2013,4,INDL,C,D,STD,USD,2013Q2,2013Q4,101191.0000,42063.0000,A,137904.5100,Cisco Systems Inc
020779,76076,2013/10/31,2014,1,INDL,C,D,STD,USD,2013Q3,2014Q1,100741.0000,41832.0000,A,120718.5600,Cisco Systems Inc
020779,76076,2014/01/31,2014,2,INDL,C,D,STD,USD,2013Q4,2014Q2,98427.0000,42343.0000,A,113734.8100,Cisco Systems Inc
020779,76076,2014/04/30,2014,3,INDL,C,D,STD,USD,2014Q1,2014Q3,101856.0000,46060.0000,A,118230.7600,Cisco Systems Inc
020779,76076,2014/07/31,2014,4,INDL,C,D,STD,USD,2014Q2,2014Q4,105134.0000,48473.0000,A,128849.6100,Cisco Systems Inc
020779,76076,2014/10/31,2015,1,INDL,C,D,STD,USD,2014Q3,2015Q1,103978.0000,47263.0000,A,125017.2300,Cisco Systems Inc
020779,76076,2015/01/31,2015,2,INDL,C,D,STD,USD,2014Q4,2015Q2,104922.0000,47189.0000,A,134646.0550,Cisco Systems Inc
020779,76076,2015/04/30,2015,3,INDL,C,D,STD,USD,2015Q1,2015Q3,106212.0000,47379.0000,A,146831.1900,Cisco Systems Inc
020779,76076,2015/07/31,2015,4,INDL,C,D,STD,USD,2015Q2,2015Q4,113481.0000,53774.0000,A,144515.7000,Cisco Systems Inc
020779,76076,2015/10/31,2016,1,INDL,C,D,STD,USD,2015Q3,2016Q1,111773.0000,51788.0000,A,146615.7000,Cisco Systems Inc
020779,76076,2016/01/31,2016,2,INDL,C,D,STD,USD,2015Q4,2016Q2,112642.0000,51764.0000,A,120187.0800,Cisco Systems Inc
020779,76076,2016/04/30,2016,3,INDL,C,D,STD,USD,2016Q1,2016Q3,118654.0000,56296.0000,A,138384.6600,Cisco Systems Inc
020779,76076,2016/07/31,2016,4,INDL,C,D,STD,USD,2016Q2,2016Q4,121652.0000,58067.0000,A,153535.3700,Cisco Systems Inc
020779,76076,2016/10/31,2017,1,INDL,C,D,STD,USD,2016Q3,2017Q1,126287.0000,62874.0000,A,154136.3200,Cisco Systems Inc
062689,59459,2010/03/31,2010,1,INDL,C,D,STD,USD,2010Q1,2010Q1,108696.0000,82025.0000,A,26808.1800,Travelers Companies Inc (The)
062689,59459,2010/06/30,2010,2,INDL,C,D,STD,USD,2010Q2,2010Q2,107023.0000,80737.0000,A,23186.9000,Travelers Companies Inc (The)
062689,59459,2010/09/30,2010,3,INDL,C,D,STD,USD,2010Q3,2010Q3,108154.0000,80859.0000,A,23992.0500,Travelers Companies Inc (The)
062689,59459,2010/12/31,2010,4,INDL,C,D,STD,USD,2010Q4,2010Q4,105181.0000,79706.0000,A,24211.5660,Travelers Companies Inc (The)
062689,59459,2011/03/31,2011,1,INDL,C,D,STD,USD,2011Q1,2011Q1,105252.0000,80009.0000,A,24999.4440,Travelers Companies Inc (The)
062689,59459,2011/06/30,2011,2,INDL,C,D,STD,USD,2011Q2,2011Q2,106468.0000,81460.0000,A,24490.4100,Travelers Companies Inc (The)
062689,59459,2011/09/30,2011,3,INDL,C,D,STD,USD,2011Q3,2011Q3,106933.0000,81761.0000,A,20115.7440,Travelers Companies Inc (The)
062689,59459,2011/12/31,2011,4,INDL,C,D,STD,USD,2011Q4,2011Q4,104602.0000,80125.0000,A,23241.9760,Travelers Companies Inc (The)
062689,59459,2012/03/31,2012,1,INDL,C,D,STD,USD,2012Q1,2012Q1,104866.0000,79994.0000,A,23076.1600,Travelers Companies Inc (The)
062689,59459,2012/06/30,2012,2,INDL,C,D,STD,USD,2012Q2,2012Q2,104330.0000,79281.0000,A,24642.2400,Travelers Companies Inc (The)
062689,59459,2012/09/30,2012,3,INDL,C,D,STD,USD,2012Q3,2012Q3,105445.0000,79540.0000,A,26075.3200,Travelers Companies Inc (The)
062689,59459,2012/12/31,2012,4,INDL,C,D,STD,USD,2012Q4,2012Q4,104938.0000,79533.0000,A,27104.8680,Travelers Companies Inc (The)
062689,59459,2013/03/31,2013,1,INDL,C,D,STD,USD,2013Q1,2013Q1,103897.0000,78301.0000,A,31689.1160,Travelers Companies Inc (The)
062689,59459,2013/06/30,2013,2,INDL,C,D,STD,USD,2013Q2,2013Q2,101900.0000,77010.0000,A,29850.1200,Travelers Companies Inc (The)
062689,59459,2013/09/30,2013,3,INDL,C,D,STD,USD,2013Q3,2013Q3,102685.0000,77874.0000,A,30864.7570,Travelers Companies Inc (The)
062689,59459,2013/12/31,2013,4,INDL,C,D,STD,USD,2013Q4,2013Q4,103812.0000,79016.0000,A,32005.8900,Travelers Companies Inc (The)
062689,59459,2014/03/31,2014,1,INDL,C,D,STD,USD,2014Q1,2014Q1,104134.0000,78747.0000,A,29572.2500,Travelers Companies Inc (The)
062689,59459,2014/06/30,2014,2,INDL,C,D,STD,USD,2014Q2,2014Q2,104811.0000,79279.0000,A,31889.7300,Travelers Companies Inc (The)
062689,59459,2014/09/30,2014,3,INDL,C,D,STD,USD,2014Q3,2014Q3,104522.0000,79201.0000,A,31131.7160,Travelers Companies Inc (The)
062689,59459,2014/12/31,2014,4,INDL,C,D,STD,USD,2014Q4,2014Q4,103078.0000,78242.0000,A,34104.8700,Travelers Companies Inc (The)
062689,59459,2015/03/31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,102691.0000,77844.0000,A,34461.0310,Travelers Companies Inc (The)
062689,59459,2015/06/30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,101664.0000,77543.0000,A,30080.5920,Travelers Companies Inc (The)
062689,59459,2015/09/30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,102110.0000,78077.0000,A,30277.0260,Travelers Companies Inc (The)
062689,59459,2015/12/31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,100184.0000,76586.0000,A,33395.2740,Travelers Companies Inc (The)
062689,59459,2016/03/31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,101680.0000,77514.0000,A,34126.0040,Travelers Companies Inc (The)
062689,59459,2016/06/30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,102446.0000,77732.0000,A,34319.2320,Travelers Companies Inc (The)
062689,59459,2016/09/30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,102787.0000,78348.0000,A,32543.6550,Travelers Companies Inc (The)
062689,59459,2016/12/31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,100245.0000,77024.0000,A,34228.6320,Travelers Companies Inc (The)
114628,86868,2010/03/31,2010,1,INDL,C,D,STD,USD,2010Q1,2010Q1,880528.0000,806600.0000,A,91901.3180,Goldman Sachs Group Inc (The)
114628,86868,2010/06/30,2010,2,INDL,C,D,STD,USD,2010Q2,2010Q2,883188.0000,808400.0000,A,70938.3080,Goldman Sachs Group Inc (The)
114628,86868,2010/09/30,2010,3,INDL,C,D,STD,USD,2010Q3,2010Q3,908679.0000,832176.0000,A,78159.9480,Goldman Sachs Group Inc (The)
114628,86868,2010/12/31,2010,4,INDL,C,D,STD,USD,2010Q4,2010Q4,911332.0000,833104.0000,A,91966.7040,Goldman Sachs Group Inc (The)
114628,86868,2011/03/31,2011,1,INDL,C,D,STD,USD,2011Q1,2011Q1,933289.0000,859938.0000,A,85025.4600,Goldman Sachs Group Inc (The)
114628,86868,2011/06/30,2011,2,INDL,C,D,STD,USD,2011Q2,2011Q2,936910.0000,863362.0000,A,70125.1210,Goldman Sachs Group Inc (The)
114628,86868,2011/09/30,2011,3,INDL,C,D,STD,USD,2011Q3,2011Q3,948909.0000,877346.0000,A,48315.0500,Goldman Sachs Group Inc (The)
114628,86868,2011/12/31,2011,4,INDL,C,D,STD,USD,2011Q4,2011Q4,923225.0000,851396.0000,A,46689.0090,Goldman Sachs Group Inc (The)
114628,86868,2012/03/31,2012,1,INDL,C,D,STD,USD,2012Q1,2012Q1,950932.0000,877899.0000,A,63403.8260,Goldman Sachs Group Inc (The)
114628,86868,2012/06/30,2012,2,INDL,C,D,STD,USD,2012Q2,2012Q2,948638.0000,874560.0000,A,47584.9040,Goldman Sachs Group Inc (The)
114628,86868,2012/09/30,2012,3,INDL,C,D,STD,USD,2012Q3,2012Q3,949207.0000,874181.0000,A,55259.8480,Goldman Sachs Group Inc (The)
114628,86868,2012/12/31,2012,4,INDL,C,D,STD,USD,2012Q4,2012Q4,938555.0000,862331.0000,A,61292.5800,Goldman Sachs Group Inc (The)
114628,86868,2013/03/31,2013,1,INDL,C,D,STD,USD,2013Q1,2013Q1,959223.0000,881563.0000,A,70425.9900,Goldman Sachs Group Inc (The)
114628,86868,2013/06/30,2013,2,INDL,C,D,STD,USD,2013Q2,2013Q2,938456.0000,860072.0000,A,70860.6250,Goldman Sachs Group Inc (The)
114628,86868,2013/09/30,2013,3,INDL,C,D,STD,USD,2013Q3,2013Q3,923223.0000,845199.0000,A,72539.2850,Goldman Sachs Group Inc (The)
114628,86868,2013/12/31,2013,4,INDL,C,D,STD,USD,2013Q4,2013Q4,911507.0000,832714.0000,A,82851.3240,Goldman Sachs Group Inc (The)
114628,86868,2014/03/31,2014,1,INDL,C,D,STD,USD,2014Q1,2014Q1,915665.0000,836292.0000,A,76157.4800,Goldman Sachs Group Inc (The)
114628,86868,2014/06/30,2014,2,INDL,C,D,STD,USD,2014Q2,2014Q2,859914.0000,778072.0000,A,76654.0320,Goldman Sachs Group Inc (The)
114628,86868,2014/09/30,2014,3,INDL,C,D,STD,USD,2014Q3,2014Q3,868933.0000,786265.0000,A,83120.4960,Goldman Sachs Group Inc (The)
114628,86868,2014/12/31,2014,4,INDL,C,D,STD,USD,2014Q4,2014Q4,856240.0000,773039.0000,A,87514.2450,Goldman Sachs Group Inc (The)
114628,86868,2015/03/31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,865458.0000,779912.0000,A,84755.6730,Goldman Sachs Group Inc (The)
114628,86868,2015/06/30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,859879.0000,771573.0000,A,94268.6850,Goldman Sachs Group Inc (The)
114628,86868,2015/09/30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,880559.0000,792438.0000,A,77531.7120,Goldman Sachs Group Inc (The)
114628,86868,2015/12/31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,861395.0000,774208.0000,A,79589.5680,Goldman Sachs Group Inc (The)
114628,86868,2016/03/31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,878036.0000,790812.0000,A,68631.6560,Goldman Sachs Group Inc (The)
114628,86868,2016/06/30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,896843.0000,809929.0000,A,63354.5120,Goldman Sachs Group Inc (The)
114628,86868,2016/09/30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,879987.0000,792439.0000,A,67539.8760,Goldman Sachs Group Inc (The)
114628,86868,2016/12/31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,860165.0000,772766.0000,A,99323.8600,Goldman Sachs Group Inc (The)
